account_number;period;tariff;charged_amount;paid_amount;balance;last_payment_date;inn;phone;status
ЛС-163555439;2025-12;Корпоративный+;57336.54;57336.54;0.0;2025-12-13;3294057202;+7(950)711-16-90;active
ЛС-168780157;2025-10;Корпоративный+;55368.83;55368.83;0.0;2025-10-02;3294057202;89507111690;active
ЛС-168780157;2025-11;Корпоративный+;66585.94;66585.94;0.0;2025-11-24;3294057202;89507111690;active
ЛС-168780157;2025-12;Корпоративный+;69671.1;69671.1;0.0;2025-12-08;3294057202;89507111690;active
ЛС-785789849;2025-10;Игровой;1857.93;1857.93;0.0;2025-10-27;382471830181;7980813-84-61;active
ЛС-785789849;2025-11;Игровой;1438.94;1438.94;0.0;2025-11-17;382471830181;7980813-84-61;active
ЛС-785789849;2025-12;Игровой;1736.66;0.0;-1736.66;2025-01-13;382471830181;7980813-84-61;active
ЛС-521708760;2025-10;Корпоративный;26033.9;26033.9;0.0;2025-10-10;5407931102;+7(909)632-22-41;active
ЛС-521708760;2025-11;Корпоративный;36602.91;36602.91;0.0;2025-11-03;5407931102;+7(909)632-22-41;active
ЛС-521708760;2025-12;Корпоративный;33296.37;36903.33;3606.96;2025-12-19;5407931102;+7(909)632-22-41;active
ЛС-521467238;2025-10;Корпоративный;36093.64;36093.64;0.0;2025-10-12;5407931102;7909632-22-41;active
ЛС-521467238;2025-11;Корпоративный;33875.36;33875.36;0.0;2025-11-25;5407931102;7909632-22-41;active
ЛС-521467238;2025-12;Корпоративный;36638.29;36638.29;0.0;2025-12-18;5407931102;7909632-22-41;active
ЛС-164204664;2025-10;Всё включено;2332.34;2332.34;0.0;2025-10-01;555906700099;+7(926)926-27-48;active
ЛС-164204664;2025-11;Всё включено;2452.68;3128.04;675.36;2025-11-21;555906700099;+7(926)926-27-48;active
ЛС-164204664;2025-12;Всё включено;2387.7;2387.7;675.36;2025-12-11;555906700099;+7(926)926-27-48;active
ЛС-544971892;2025-10;Бизнес-500;8005.85;8005.85;0.0;2025-10-28;1650637314;+7(951)144-18-37;active
ЛС-544971892;2025-11;Бизнес-500;10952.33;10952.33;0.0;2025-11-07;1650637314;+7(951)144-18-37;active
ЛС-544971892;2025-12;Бизнес-500;10119.26;10119.26;0.0;2025-12-16;1650637314;+7(951)144-18-37;active
ЛС-544195625;2025-10;Бизнес-500;11844.74;11844.74;0.0;2025-10-05;1650637314;+7(951)144-18-37;suspended
ЛС-544195625;2025-11;Бизнес-500;10846.61;5839.52;-5007.09;2025-11-17;1650637314;+7(951)144-18-37;suspended
ЛС-544195625;2025-12;Бизнес-500;9652.23;9652.23;-5007.09;2025-12-15;1650637314;+7(951)144-18-37;suspended
ЛС-542571509;2025-10;Бизнес-500;8339.61;0.0;-8339.61;2025-02-19;1650637314;+7 951 144 18 37;active
ЛС-542571509;2025-11;Бизнес-500;10271.28;10271.28;-8339.61;2025-11-05;1650637314;+7 951 144 18 37;active
ЛС-542571509;2025-12;Бизнес-500;8947.09;8947.09;-8339.61;2025-12-11;1650637314;+7 951 144 18 37;active
ЛС-549768389;2025-10;Бизнес-500;11704.17;11704.17;0.0;2025-10-27;1650637314;+7(951)144-18-37;active
ЛС-549768389;2025-11;Бизнес-500;10941.41;10941.41;0.0;2025-11-09;1650637314;+7(951)144-18-37;active
ЛС-549768389;2025-12;Бизнес-500;8934.44;8934.44;0.0;2025-12-05;1650637314;+7(951)144-18-37;active
ЛС-660743509;2025-10;Домашний-500;1511.97;1511.97;0.0;2025-10-05;794086542438;+7(915)492-89-27;active
ЛС-660743509;2025-11;Домашний-500;1242.26;1242.26;0.0;2025-11-11;794086542438;+7(915)492-89-27;active
ЛС-660743509;2025-12;Домашний-500;1362.61;1362.61;0.0;2025-12-25;794086542438;+7(915)492-89-27;active
ЛС-775398913;2025-10;Игровой;1625.96;1625.96;0.0;2025-10-28;576511861564;89037278346;active
ЛС-775398913;2025-11;Игровой;1459.96;723.89;-736.07;2025-11-23;576511861564;89037278346;active
ЛС-775398913;2025-12;Игровой;1701.65;1701.65;-736.07;2025-12-28;576511861564;89037278346;active
ЛС-776592088;2025-10;Домашний-100;615.56;0.0;-615.56;;983527918750;+7(960)593-73-59;active
ЛС-776592088;2025-11;Домашний-100;652.69;652.69;-615.56;2025-11-09;983527918750;+7(960)593-73-59;active
ЛС-776592088;2025-12;Домашний-100;714.02;366.12;-963.46;2025-12-18;983527918750;+7(960)593-73-59;active
ЛС-523120409;2025-10;Домашний-500;1499.23;1499.23;0.0;2025-10-15;257493251149;;active
ЛС-523120409;2025-11;Домашний-500;1240.76;1240.76;0.0;2025-11-04;257493251149;;active
ЛС-523120409;2025-12;Домашний-500;1204.78;1204.78;0.0;2025-12-08;257493251149;;active
ЛС-660937616;2025-10;Всё включено;1891.5;1891.5;0.0;2025-10-12;985016276292;+7(915)535-65-65;active
ЛС-660937616;2025-11;Всё включено;2280.4;2280.4;0.0;2025-11-03;985016276292;+7(915)535-65-65;active
ЛС-660937616;2025-12;Всё включено;2207.63;2207.63;0.0;2025-12-27;985016276292;+7(915)535-65-65;active
ЛС-615152638;2025-10;Домашний-100;565.0;565.0;0.0;2025-10-07;131421751887;+7(909)592-95-88;active
ЛС-615152638;2025-11;Домашний-100;730.5;730.5;0.0;2025-11-05;131421751887;+7(909)592-95-88;active
ЛС-615152638;2025-12;Домашний-100;568.4;568.4;0.0;2025-12-26;131421751887;+7(909)592-95-88;active
ЛС-618685014;2025-10;Бизнес-1000;15612.64;15612.64;0.0;2025-10-02;4375433036;7950385-18-45;active
ЛС-618685014;2025-11;Бизнес-1000;15839.95;15839.95;0.0;2025-11-27;4375433036;7950385-18-45;active
ЛС-618685014;2025-12;Бизнес-1000;18622.15;18622.15;0.0;2025-12-13;4375433036;7950385-18-45;active
ЛС-612940196;2025-10;Бизнес-1000;18416.06;0.0;-18416.06;;4375433036;+7(950)385-18-45;suspended
ЛС-612940196;2025-11;Бизнес-1000;16399.27;16399.27;-18416.06;2025-11-02;4375433036;+7(950)385-18-45;suspended
ЛС-612940196;2025-12;Бизнес-1000;18070.53;18070.53;-18416.06;2025-12-21;4375433036;+7(950)385-18-45;suspended
ЛС-615569816;2025-10;Бизнес-1000;16475.53;16475.53;0.0;2025-10-18;4375433036;+7(950)385-18-45;active
ЛС-615569816;2025-11;Бизнес-1000;17395.15;4375.59;-13019.56;2025-11-21;4375433036;+7(950)385-18-45;active
ЛС-615569816;2025-12;Бизнес-1000;19423.26;19423.26;-13019.56;2025-12-21;4375433036;+7(950)385-18-45;active
ЛС-160397524;2025-10;Бизнес-1000;18974.23;18974.23;0.0;2025-10-26;5363910257;+7 926 306 29 58;active
ЛС-160397524;2025-11;Бизнес-1000;18566.85;18566.85;0.0;2025-11-26;5363910257;+7 926 306 29 58;active
ЛС-160397524;2025-12;Бизнес-1000;17423.4;17423.4;0.0;2025-12-17;5363910257;+7 926 306 29 58;active
ЛС-165086403;2025-10;Бизнес-1000;16608.02;16608.02;0.0;2025-10-01;5363910257;+7(926)306-29-58;active
ЛС-165086403;2025-11;Бизнес-1000;16594.39;16594.39;0.0;2025-11-26;5363910257;+7(926)306-29-58;active
ЛС-165086403;2025-12;Бизнес-1000;18892.69;6001.44;-12891.25;2025-12-25;5363910257;+7(926)306-29-58;active
ЛС-168011100;2025-10;Всё включено;2208.79;2208.79;0.0;2025-10-06;349269326573;+7(910)880-72-50;active
ЛС-168011100;2025-11;Всё включено;1870.09;1870.09;0.0;2025-11-09;349269326573;+7(910)880-72-50;active
ЛС-168011100;2025-12;Всё включено;2173.58;2173.58;0.0;2025-12-24;349269326573;+7(910)880-72-50;active
ЛС-773665528;2025-10;Корпоративный;25838.63;25838.63;0.0;2025-10-08;2593195256;+7(903)418-17-85;active
ЛС-773665528;2025-11;Корпоративный;33635.38;33635.38;0.0;2025-11-13;2593195256;+7(903)418-17-85;active
ЛС-773665528;2025-12;Корпоративный;30322.07;30322.07;0.0;2025-12-28;2593195256;+7(903)418-17-85;active
ЛС-779931608;2025-10;Корпоративный;27605.68;27605.68;0.0;2025-10-11;2593195256;+7(903)418-17-85;active
ЛС-779931608;2025-11;Корпоративный;37093.15;37093.15;0.0;2025-11-19;2593195256;+7(903)418-17-85;active
ЛС-779931608;2025-12;Корпоративный;25423.1;25423.1;0.0;2025-12-19;2593195256;+7(903)418-17-85;active
ЛС-777524377;2025-10;Корпоративный;33454.1;33454.1;0.0;2025-10-07;2593195256;+7(903)418-17-85;active
ЛС-777524377;2025-11;Корпоративный;37550.45;37550.45;0.0;2025-11-16;2593195256;+7(903)418-17-85;active
ЛС-777524377;2025-12;Корпоративный;33131.87;0.0;-33131.87;;2593195256;+7(903)418-17-85;active
ЛС-772942095;2025-10;Корпоративный;28282.13;28282.13;0.0;2025-10-01;2593195256;+7 903 418 17 85;active
ЛС-772942095;2025-11;Корпоративный;29976.01;29976.01;0.0;2025-11-26;2593195256;+7 903 418 17 85;active
ЛС-772942095;2025-12;Корпоративный;26957.34;26957.34;0.0;2025-12-26;2593195256;+7 903 418 17 85;active
ЛС-774814973;2025-10;Корпоративный;25893.34;2200.72;-23692.62;2025-10-04;2593195256;7903418-17-85;active
ЛС-774814973;2025-11;Корпоративный;37697.21;37697.21;-23692.62;2025-11-03;2593195256;7903418-17-85;active
ЛС-774814973;2025-12;Корпоративный;30603.86;30603.86;-23692.62;2025-12-13;2593195256;7903418-17-85;active
ЛС-548537982;2025-10;Всё включено;1870.72;1870.72;0.0;2025-10-05;535864496392;+7 926 294 97 97;active
ЛС-548537982;2025-11;Всё включено;2483.1;2483.1;0.0;2025-11-14;535864496392;+7 926 294 97 97;active
ЛС-548537982;2025-12;Всё включено;2354.29;2354.29;0.0;2025-12-21;535864496392;+7 926 294 97 97;active
ЛС-663747677;2025-10;Домашний-100;613.46;613.46;0.0;2025-10-18;745057303627;+7(910)764-48-60;active
ЛС-663747677;2025-11;Домашний-100;688.71;688.71;0.0;2025-11-26;745057303627;+7(910)764-48-60;active
ЛС-663747677;2025-12;Домашний-100;621.37;621.37;0.0;2025-12-27;745057303627;+7(910)764-48-60;active
ЛС-776291430;2025-10;Игровой;1487.68;1487.68;0.0;2025-10-23;639839122600;+7(903)168-47-48;active
ЛС-776291430;2025-11;Игровой;1547.26;0.0;-1547.26;2025-07-28;639839122600;+7(903)168-47-48;active
ЛС-776291430;2025-12;Игровой;1897.14;1897.14;-1547.26;2025-12-02;639839122600;+7(903)168-47-48;active
ЛС-548071569;2025-10;Бизнес-500;8728.33;8728.33;0.0;2025-10-26;3097002687;+7(960)651-20-93;active
ЛС-548071569;2025-11;Бизнес-500;11870.13;11870.13;0.0;2025-11-19;3097002687;+7(960)651-20-93;active
ЛС-548071569;2025-12;Бизнес-500;8416.44;8416.44;0.0;2025-12-11;3097002687;+7(960)651-20-93;active
ЛС-779825080;2025-10;Всё включено;2321.74;2321.74;0.0;2025-10-11;807158796474;+7(905)640-15-34;active
ЛС-779825080;2025-11;Всё включено;1917.52;1917.52;0.0;2025-11-03;807158796474;+7(905)640-15-34;active
ЛС-779825080;2025-12;Всё включено;2375.16;2375.16;0.0;2025-12-24;807158796474;+7(905)640-15-34;active
ЛС-618704506;2025-10;Домашний-500;1554.66;1554.66;0.0;2025-10-09;933258486899;+7(916)545-15-68;active
ЛС-618704506;2025-11;Домашний-500;1283.87;1283.87;0.0;2025-11-12;933258486899;+7(916)545-15-68;active
ЛС-618704506;2025-12;Домашний-500;1302.66;0.0;-1302.66;;933258486899;+7(916)545-15-68;active
ЛС-789564799;2025-10;Домашний-500;1367.86;723.68;-644.18;2025-10-12;478870584168;+7 905 493 99 19;active
ЛС-789564799;2025-11;Домашний-500;1418.41;735.35;-1327.24;2025-11-21;478870584168;+7 905 493 99 19;active
ЛС-789564799;2025-12;Домашний-500;1503.3;1503.3;-1327.24;2025-12-15;478870584168;+7 905 493 99 19;active
ЛС-665022061;2025-10;Всё включено;1851.6;1851.6;0.0;2025-10-10;793706325031;+7(917)700-30-74;active
ЛС-665022061;2025-11;Всё включено;1814.05;1814.05;0.0;2025-11-04;793706325031;+7(917)700-30-74;active
ЛС-665022061;2025-12;Всё включено;1851.94;813.36;-1038.58;2025-12-18;793706325031;+7(917)700-30-74;active
ЛС-544930364;2025-10;Домашний-500;1576.73;1576.73;0.0;2025-10-11;988995729893;+7(980)535-32-88;active
ЛС-544930364;2025-11;Домашний-500;1437.61;1437.61;0.0;2025-11-16;988995729893;+7(980)535-32-88;active
ЛС-544930364;2025-12;Домашний-500;1481.8;1481.8;0.0;2025-12-21;988995729893;+7(980)535-32-88;active
ЛС-784152857;2025-10;Домашний-300;849.5;849.5;0.0;2025-10-06;359423289463;+7(916)659-83-23;active
ЛС-784152857;2025-11;Домашний-300;816.07;816.07;0.0;2025-11-07;359423289463;+7(916)659-83-23;active
ЛС-784152857;2025-12;Домашний-300;922.78;922.78;0.0;2025-12-24;359423289463;+7(916)659-83-23;active
ЛС-545642570;2025-10;Всё включено;1985.69;1985.69;0.0;2025-10-08;467862107818;+7 980 199 15 88;active
ЛС-545642570;2025-11;Всё включено;1867.14;1867.14;0.0;2025-11-18;467862107818;+7 980 199 15 88;active
ЛС-545642570;2025-12;Всё включено;2387.9;612.65;-1775.25;2025-12-10;467862107818;+7 980 199 15 88;active
ЛС-548410672;2025-10;Корпоративный;37358.46;37358.46;0.0;2025-10-16;3745238055;+7(910)481-67-79;active
ЛС-548410672;2025-11;Корпоративный;27995.12;30618.48;2623.36;2025-11-10;3745238055;+7(910)481-67-79;active
ЛС-548410672;2025-12;Корпоративный;39655.87;39655.87;2623.36;2025-12-04;3745238055;+7(910)481-67-79;active
ЛС-547520885;2025-10;Корпоративный;36773.15;36773.15;0.0;2025-10-22;3745238055;7910481-67-79;active
ЛС-547520885;2025-11;Корпоративный;28975.07;28975.07;0.0;2025-11-13;3745238055;7910481-67-79;active
ЛС-547520885;2025-12;Корпоративный;27773.22;27773.22;0.0;2025-12-12;3745238055;7910481-67-79;active
ЛС-775277895;2025-10;Всё включено;2112.04;2112.04;0.0;2025-10-15;881703211920;89602153864;active
ЛС-775277895;2025-11;Всё включено;1984.38;1984.38;0.0;2025-11-19;881703211920;89602153864;active
ЛС-775277895;2025-12;Всё включено;1843.15;1843.15;0.0;2025-12-22;881703211920;89602153864;active
ЛС-771620478;2025-10;Домашний-100;567.14;567.14;0.0;2025-10-18;822395947372;89098304130;active
ЛС-771620478;2025-11;Домашний-100;632.8;632.8;0.0;2025-11-08;822395947372;89098304130;active
ЛС-771620478;2025-12;Домашний-100;660.72;660.72;0.0;2025-12-27;822395947372;89098304130;active
ЛС-618744227;2025-10;Игровой;1609.32;1609.32;0.0;2025-10-28;988562258660;+7 950 984 84 74;active
ЛС-618744227;2025-11;Игровой;1868.18;1868.18;0.0;2025-11-08;988562258660;+7 950 984 84 74;active
ЛС-618744227;2025-12;Игровой;1638.13;702.08;-936.05;2025-12-17;988562258660;+7 950 984 84 74;active
ЛС-527812248;2025-10;Домашний-500;1560.18;1560.18;0.0;2025-10-22;355618444218;+7 910 714 95 83;active
ЛС-527812248;2025-11;Домашний-500;1593.1;429.22;-1163.88;2025-11-06;355618444218;+7 910 714 95 83;active
ЛС-527812248;2025-12;Домашний-500;1588.87;1588.87;-1163.88;2025-12-05;355618444218;+7 910 714 95 83;active
ЛС-543746121;2025-10;Домашний-300;812.8;98.47;-714.33;2025-10-27;217455537062;+7(981)290-79-23;active
ЛС-543746121;2025-11;Домашний-300;988.17;988.17;-714.33;2025-11-09;217455537062;+7(981)290-79-23;active
ЛС-543746121;2025-12;Домашний-300;895.92;895.92;-714.33;2025-12-26;217455537062;+7(981)290-79-23;active
ЛС-778652406;2025-10;Игровой;1433.51;1433.51;0.0;2025-10-13;465103444429;+7(905)502-71-45;active
ЛС-778652406;2025-11;Игровой;1676.03;1676.03;0.0;2025-11-17;465103444429;+7(905)502-71-45;active
ЛС-778652406;2025-12;Игровой;1629.08;1629.08;0.0;2025-12-26;465103444429;+7(905)502-71-45;active
ЛС-668343695;2025-10;Домашний-100;690.08;690.08;0.0;2025-10-26;657672991154;+7(903)866-46-90;active
ЛС-668343695;2025-11;Домашний-100;633.92;633.92;0.0;2025-11-05;657672991154;+7(903)866-46-90;active
ЛС-668343695;2025-12;Домашний-100;663.32;663.32;0.0;2025-12-04;657672991154;+7(903)866-46-90;active
ЛС-165863906;2025-10;Всё включено;2193.88;0.0;-2193.88;2025-06-14;341571276383;89503773794;active
ЛС-165863906;2025-11;Всё включено;1984.9;1984.9;-2193.88;2025-11-19;341571276383;89503773794;active
ЛС-165863906;2025-12;Всё включено;2226.27;2548.97;-1871.18;2025-12-05;341571276383;89503773794;active
ЛС-522963530;2025-10;Домашний-500;1447.3;1447.3;0.0;2025-10-13;473096496927;+7(980)180-24-91;active
ЛС-522963530;2025-11;Домашний-500;1215.51;1215.51;0.0;2025-11-11;473096496927;+7(980)180-24-91;active
ЛС-522963530;2025-12;Домашний-500;1476.21;1834.72;358.51;2025-12-09;473096496927;+7(980)180-24-91;active
ЛС-669035213;2025-10;Бизнес-500;11588.13;16345.28;4757.15;2025-10-10;6618537474;+7(909)192-30-97;active
ЛС-669035213;2025-11;Бизнес-500;9243.8;9243.8;4757.15;2025-11-28;6618537474;+7(909)192-30-97;active
ЛС-669035213;2025-12;Бизнес-500;10784.73;869.59;-5157.99;2025-12-24;6618537474;+7(909)192-30-97;active
ЛС-665680442;2025-10;Бизнес-500;9772.44;9772.44;0.0;2025-10-09;6618537474;+7(909)192-30-97;active
ЛС-665680442;2025-11;Бизнес-500;10915.2;10915.2;0.0;2025-11-03;6618537474;+7(909)192-30-97;active
ЛС-665680442;2025-12;Бизнес-500;8751.74;8751.74;0.0;2025-12-27;6618537474;+7(909)192-30-97;active
ЛС-660678831;2025-10;Бизнес-500;9628.68;9628.68;0.0;2025-10-17;6618537474;+7(909)192-30-97;active
ЛС-660678831;2025-11;Бизнес-500;11468.76;11468.76;0.0;2025-11-17;6618537474;+7(909)192-30-97;active
ЛС-660678831;2025-12;Бизнес-500;11165.96;2702.51;-8463.45;2025-12-25;6618537474;+7(909)192-30-97;active
ЛС-612235697;2025-10;Бизнес-500;11405.18;11405.18;0.0;2025-10-01;8099917381;+7(960)642-48-62;closed
ЛС-612235697;2025-11;Бизнес-500;8694.95;8694.95;0.0;2025-11-07;8099917381;+7(960)642-48-62;closed
ЛС-612235697;2025-12;Бизнес-500;11347.91;11347.91;0.0;2025-12-15;8099917381;+7(960)642-48-62;closed
ЛС-617330559;2025-10;Домашний-100;733.61;733.61;0.0;2025-10-09;395187794176;89169104528;active
ЛС-617330559;2025-11;Домашний-100;623.67;623.67;0.0;2025-11-13;395187794176;89169104528;active
ЛС-617330559;2025-12;Домашний-100;677.08;0.0;-677.08;;395187794176;89169104528;active
ЛС-545224265;2025-10;Всё включено;2112.27;2112.27;0.0;2025-10-16;756676409968;+7 917 299 46 44;active
ЛС-545224265;2025-11;Всё включено;2210.82;2210.82;0.0;2025-11-06;756676409968;+7 917 299 46 44;active
ЛС-545224265;2025-12;Всё включено;2386.36;2386.36;0.0;2025-12-27;756676409968;+7 917 299 46 44;active
ЛС-615625881;2025-10;Бизнес-1000;18444.25;18444.25;0.0;2025-10-13;5710276773;+7(950)721-28-50;active
ЛС-615625881;2025-11;Бизнес-1000;15248.26;15248.26;0.0;2025-11-25;5710276773;+7(950)721-28-50;active
ЛС-615625881;2025-12;Бизнес-1000;19824.59;19824.59;0.0;2025-12-21;5710276773;+7(950)721-28-50;active
ЛС-615371473;2025-10;Бизнес-1000;16125.56;16125.56;0.0;2025-10-21;5710276773;+7(950)721-28-50;active
ЛС-615371473;2025-11;Бизнес-1000;17047.54;23736.12;6688.58;2025-11-25;5710276773;+7(950)721-28-50;active
ЛС-615371473;2025-12;Бизнес-1000;18411.0;18411.0;6688.58;2025-12-05;5710276773;+7(950)721-28-50;active
