client_id;segment;company_name;contact_name;inn;phone;email;region;manager;contract_date;account_numbers;status;last_activity_date
CLT-000288;B2B;"АО ""«Осипов-Кузьмина»""";Фрол Артемовна Ковалев;5942965923;+7(925)238-63-80;kovalev@osipovkuzmina.company;Москва;Новикова Т.М.;2022-01-04;"ЛС-774414978;ЛС-772661287";active;2025-11-19
CLT-000535;B2C;;Третьякова Лора Михайловна;277067368205;+7(903)485-79-28;tretyakova675@mail.ru;Екатеринбург;;2023-02-08;ЛС-662355216;active;2025-12-22
CLT-000449;B2C;;Федорова П.Б.;353733777312;+7(960)666-91-90;fedorova880@bk.ru;Новосибирск;;2019-10-25;ЛС-542282178;active;2025-12-27
CLT-000208;B2B;ИП Егоров П.И.;Рожкова Сильвестр Евстигнеевич;4544926831;+7(950)628-84-34;rozhkova@egorovp.i..solutions;Ростов-на-Дону;Волков К.А.;2023-08-06;"ЛС-617126611;ЛС-610627371;ЛС-615869886";active;2025-12-08
CLT-000224;B2B;"АО ""«Некрасова""";Комиссарова Варлаам Феофанович;4544439284;+7(903)888-48-46;захаров195@rambler.ru;Санкт-Петербург;Михайлова О.Н.;2022-09-07;"ЛС-786690782;ЛС-786333738;ЛС-789877515";active;2025-12-09
CLT-000631;B2C;;Щукин Фортунат Ефремович;544076634933;+7(961)452-11-48;shchukin386@bk.ru;Новосибирск;;2020-04-26;ЛС-547322626;active;2025-10-20
CLT-000517;B2C;;Кононов Прокл Рудольфовна;591609365952;+7(905)178-49-87;kononov828@mail.ru;Нижний Новгород;;2021-08-05;ЛС-528941843;active;2025-10-17
CLT-000368;B2C;;Мясников Филимон Захаровна;653449021666;+7(981)917-16-77;myasnikov935@mail.ru;Екатеринбург;;2025-01-15;ЛС-665096085;active;2025-12-14
CLT-000234;B2B;ЗАО Меркушев;Фадеев Ф.И.;4449734715;+7(960)486-31-70;fadeev@merkushev.group;Екатеринбург;Фёдорова Л.С.;2019-09-26;"ЛС-666896270;ЛС-666614982;ЛС-668246747;ЛС-664689715";active;2025-10-28
CLT-000817;B2C;;Воронова Дарья Артемовна;147266023515;+7(951)127-19-57;voronova698@yandex.ru;Екатеринбург;;2022-07-18;ЛС-661731671;active;2025-10-24
CLT-000130;B2B;ИП Русаков В.А.;Дьячкова Никодим Вениаминовна;3182744857;+7(903)894-91-74;dyachkova@rusakovv.a..group;Ростов-на-Дону;Сидорова Е.В.;2020-02-24;"ЛС-612095935;ЛС-611863878;ЛС-612945651;ЛС-611810220";active;2025-10-28
CLT-000761;B2C;;Константинова Наум Филатович;180192902215;+7(926)933-40-89;konstantinova287@mail.ru;Санкт-Петербург;;2022-11-28;ЛС-788909322;active;2025-12-21
CLT-000056;B2B;"ЗАО ""«Лобанов»""";Шашкова Радован Ермилович;8187072867;+7(905)672-69-96;shashkova@lobanov.pro;Москва;Морозов И.П.;2022-03-27;"ЛС-770640391;ЛС-770651801;ЛС-777046226";active;2025-11-13
CLT-000245;B2B;ИП Никонов Г.Д.;Якушева Светозар Филипповна;4218401184;+7(951)657-31-64;yakusheva@nikonovg.d..group;Санкт-Петербург;Лебедева Н.Г.;2021-07-05;ЛС-783408487;active;2025-12-28
CLT-000598;B2C;;Фомичев Иларион Григорьевич;420018676610;+7(903)620-90-86;fomichev942@bk.ru;Санкт-Петербург;;2023-03-07;ЛС-786108143;active;2025-12-08
CLT-000011;B2B;"ПАО ""«Матвеева-Осипова»""";Евсеева Митофан Вадимовна;4375433036;+7(950)385-18-45;"evseeva@p""«matveevaosipova.biz";Ростов-на-Дону;Михайлова О.Н.;2018-07-01;"ЛС-618685014;ЛС-612940196;ЛС-615569816";active;2025-10-21
CLT-000547;B2C;;Агафонова Фирс Артёмович;648596559428;+7(910)411-88-25;agafonova832@mail.ru;Казань;;2022-06-10;ЛС-165020002;churned;2025-05-15
CLT-000113;B2B;"ООО ""«Якушев»""";Быков Демьян Феликсовна;9463865577;+7(903)613-27-66;bykov@yakushev.company;Нижний Новгород;Сидорова Е.В.;2023-05-16;"ЛС-523184322;ЛС-522591365";active;2025-11-28
CLT-000149;B2B;"АО ""«Емельянова""";Большакова Касьян Георгиевна;4842150317;+7(903)918-71-74;bolshakova@emelyanova.company;Ростов-на-Дону;Алексеев В.Р.;2018-01-17;"ЛС-613578452;ЛС-611823076";active;2025-11-04
CLT-000358;B2C;;Субботин Пров Дмитриевна;772872760153;+7(926)311-38-29;subbotin624@gmail.com;Новосибирск;;2021-07-24;ЛС-543577908;active;2025-12-07
CLT-000091;B2B;ПАО (Kimberly-Clark);Лаврентьев Евфросиния Антоновна;1246299606;+7(950)807-40-16;"lavrentev@p""(kimberlyclark).tech";Казань;Волков К.А.;2022-07-11;"ЛС-164505444;ЛС-167132475;ЛС-164691373;ЛС-166785082";active;2025-10-11
CLT-000171;B2B;"ПАО ""«Иванова»""";Куликов Ф.Д.;1165804649;+7(916)906-97-20;"kulikov@p""«ivanova.pro";Нижний Новгород;Новикова Т.М.;2023-06-15;"ЛС-525085016;ЛС-525790552;ЛС-528183253;ЛС-528179335;ЛС-525486401";active;2025-12-17
CLT-000181;B2B;"АО ""Group""";Уварова Капитон Тарасовна;7638361517;+7(909)632-27-73;uvarova@group.company;Ростов-на-Дону;Новикова Т.М.;2018-02-22;"ЛС-614801571;ЛС-616479473;ЛС-618646317";active;2025-10-05
CLT-009004;B2C;;Блинов Ксения Арсеньевич;518705349493;+7(959)477-85-73;блинов792@yandex.ru;Новосибирск;;;;prospect;2025-12-18
CLT-000733;B2C;;Белякова Тимофей Феликсовна;765344604227;+7(961)324-91-48;belyakova846@inbox.ru;Нижний Новгород;;2024-08-06;ЛС-521915305;active;2025-12-12
CLT-000614;B2C;;Устинов Мстислав Тимуровна;211786190254;+7(980)798-59-16;ustinov173@yandex.ru;Санкт-Петербург;;2020-12-26;ЛС-786953541;churned;2025-06-22
CLT-000482;B2C;;Евдокимов Леонид Якубович;114886084907;+7(916)646-94-80;данилова427@bk.ru;Екатеринбург;;2019-02-28;ЛС-663685283;active;2025-10-22
CLT-000185;B2B;"АО ""Старттех""";Князева Константин Феоктистович;8969545009;+7(905)231-56-54;knyazeva@starttekh.pro;Екатеринбург;Морозов И.П.;2022-05-18;"ЛС-660561655;ЛС-666503334;ЛС-669114152;ЛС-660850769;ЛС-668640790";active;2025-11-02
CLT-000964;B2C;;Кошелев И.Д.;898549004903;+7(981)788-30-86;koshelev768@gmail.com;Москва;;2021-08-18;ЛС-775858356;active;2025-12-23
CLT-000324;B2C;;Рыбаков Сидор Артемовна;878811616202;+7(909)270-35-66;rybakov40@mail.ru;Новосибирск;;2023-06-24;ЛС-547287286;active;2025-12-02
CLT-000147;B2B;"АО ""«Молчанова-Одинцов»""";Агафонова Селиван Борисович;5144885015;+7(950)505-82-88;agafonova@molchanovaodintsov.company;Нижний Новгород;Козлов Д.И.;2019-09-29;ЛС-522355770;active;2025-11-12
CLT-000559;B2C;;Терентьева Богдан Димитриевич;301911166122;+7(905)223-89-14;terenteva140@inbox.ru;Екатеринбург;;2022-04-17;ЛС-668733930;churned;2025-04-02
CLT-000394;B2C;;Сидоров Дарья Михайловна;553986289509;+7(905)829-55-85;sidorov794@mail.ru;Казань;;2021-01-04;;active;2025-12-28
CLT-000915;B2C;;Капустина Алевтина Витальевич;858015846687;+7(916)104-35-10;kapustina808@yandex.ru;Екатеринбург;;2023-10-28;ЛС-665327276;active;2025-10-17
CLT-000049;B2B;Русснефть, АО;Ильин Олимпий Николаевна;4278774701;+7(960)617-68-40;ilin@russneft.pro;Нижний Новгород;Новикова Т.М.;2022-02-07;"ЛС-529500479;ЛС-527480162";active;2025-12-10
CLT-000310;B2C;;Некрасов Ермолай Руслановна;822981209957;+7(960)428-66-32;nekrasov740@bk.ru;Новосибирск;;2025-04-29;ЛС-544134750;churned;2025-01-27
CLT-000653;B2C;;Колобова Дементий Фокич;473096496927;+7(980)180-24-91;kolobova666@bk.ru;Нижний Новгород;;2023-02-28;ЛС-522963530;active;2025-10-13
CLT-000595;B2C;;Колобов С.Е.;478105391287;+7(925)995-78-59;kolobov582@bk.ru;Казань;;2022-06-07;ЛС-166988290;active;2025-12-05
CLT-000096;B2B;Уваров, АО;Смирнов Спиридон Филипповна;3500743292;+7(981)904-21-26;smirnov@uvarov.biz;Екатеринбург;Новикова Т.М.;2019-07-03;"ЛС-666666760;ЛС-660835058;ЛС-663003354;ЛС-662168942;ЛС-661044789";active;2025-12-12
CLT-000174;B2B;ИП Кошелев Э.Д.;Игнатьева С.Т.;3745238055;+7(910)481-67-79;ignateva@kosheleve.d..company;Новосибирск;Волков К.А.;2021-04-02;"ЛС-548410672;ЛС-547520885";active;2025-12-18
CLT-000422;B2C;;Новикова Стоян Федосеевич;760256265062;+7(910)707-33-37;novikova17@mail.ru;Нижний Новгород;;2023-05-26;ЛС-527245307;churned;2025-02-23
CLT-000972;B2C;;Авдеева Терентий Владиславовна;866696922953;+7(917)650-59-21;avdeeva257@bk.ru;Санкт-Петербург;;2022-06-05;ЛС-781839093;active;2025-12-17
CLT-000941;B2C;;Кошелев Аверьян Тихонович;528662510857;+7(917)641-34-80;koshelev357@gmail.com;Екатеринбург;;2021-08-08;ЛС-665146091;active;2025-11-16
CLT-000714;B2C;;Пономарев Доброслав Викентьевич;510079419324;+7(951)899-40-80;ponomarev61@mail.ru;Новосибирск;;2025-02-06;ЛС-547941224;churned;2025-01-21
CLT-000431;B2C;;Щукина Соломон Виленович;314330800370;+7(905)324-39-29;shchukina513@yandex.ru;Екатеринбург;;2019-04-07;ЛС-665660847;active;2025-12-15
CLT-000124;B2B;"ПАО ""Групп""";Ильин Е.Ф.;3202341326;+7(909)197-18-70;"ilin@p""grupp.corp";Екатеринбург;Лебедева Н.Г.;2023-11-15;"ЛС-660068114;ЛС-669216433;ЛС-664722820;ЛС-660557784;ЛС-668728299";active;2025-12-22
CLT-000160;B2B;"АО ""Групп""";Титова Тарас Изотович;8174654214;+7(905)491-59-52;titova@grupp.biz;Новосибирск;Морозов И.П.;2023-07-09;ЛС-544427173;active;2025-10-09
CLT-000788;B2C;;Кабанов Ф.В.;538843021781;+7(961)582-74-10;kabanov650@inbox.ru;Санкт-Петербург;;2020-02-26;ЛС-784315890;active;2025-10-27
CLT-000379;B2C;;Феврония Игоревич Зыков;479487148552;+7(925)449-72-80;zykov680@inbox.ru;Екатеринбург;;2025-02-03;ЛС-665841560;active;2025-11-15
CLT-000002;B2B;"АО ""Чернова»""";Ершов Евпраксия Павловна;2161559407;+7(909)487-20-80;ershov@chernova.biz;Ростов-на-Дону;Козлов Д.И.;2020-09-29;"ЛС-619593103;ЛС-614131647;ЛС-615255341";active;2025-12-02
CLT-000514;B2C;;Владимиров Нестор Болеславовна;604043333538;+7(925)701-50-25;vladimirov746@inbox.ru;Нижний Новгород;;2024-03-25;ЛС-522111978;active;2025-12-14
CLT-000400;B2C;;Стрелкова Ермил Измаилович;807158796474;+7(905)640-15-34;strelkova315@mail.ru;Москва;;2019-07-13;ЛС-779825080;active;2025-11-10
CLT-000711;B2C;;Зыкова Онуфрий Юрьевна;555135872717;+7(925)301-12-92;zykova826@inbox.ru;Екатеринбург;;2022-06-03;ЛС-668116403;active;2025-10-28
CLT-000424;B2C;;Власов Эрнест Викентьевич;142549691928;+7(926)449-57-98;vlasov379@yandex.ru;Екатеринбург;;2021-05-07;ЛС-667107563;active;2025-12-16
CLT-000885;B2C;;Селиверстов Касьян Андреевич;500410847913;+7(951)900-23-24;seliverstov356@yandex.ru;Казань;;2020-06-21;ЛС-165357228;active;2025-10-14
CLT-000980;B2C;;Лебедев Валерьян Дорофеевич;138576264816;+7(917)629-92-46;lebedev251@bk.ru;Новосибирск;;2021-06-23;ЛС-548063585;active;2025-12-04
CLT-000835;B2C;;Селезнева Галактион Аверьянович;542386020508;+7(917)131-87-45;selezneva218@mail.ru;Казань;;2024-06-08;ЛС-169096197;active;2025-10-03
CLT-000777;B2C;;Максимова Тамара Аверьянович;279993242024;+7(917)555-49-44;maksimova80@gmail.com;Москва;;2024-08-14;ЛС-772345653;churned;2025-06-21
CLT-000134;B2B;"ООО ""«Гущина-Зимина»""";Одинцов Ипполит Артурович;1556613906;+7(905)412-77-15;odintsov@gushchinazimina.tech;Екатеринбург;Фёдорова Л.С.;2018-07-21;"ЛС-668925832;ЛС-660679981;ЛС-663646225";active;2025-11-11
CLT-000139;B2B;ИП Филатов И.И.;Миронов Эрнст Вячеславовна;6782329832;+7(926)805-77-27;mironov@filatovi.i..biz;Новосибирск;Лебедева Н.Г.;2024-09-08;"ЛС-542925188;ЛС-541252056;ЛС-546474231;ЛС-542209949";active;2025-11-04
CLT-000465;B2C;;Волков Никита Харитонович;788687859964;+7(961)270-74-73;volkov825@yandex.ru;Нижний Новгород;;2023-08-17;ЛС-523195419;active;2025-10-18
CLT-000879;B2C;;Соколов Клавдия Власович;746391381074;+7(909)773-58-25;sokolov294@bk.ru;Екатеринбург;;2021-08-30;ЛС-663215401;active;2025-12-16
CLT-000945;B2C;;Агафонова Антонина Владиславовна;988048514202;+7(951)722-41-61;agafonova376@gmail.com;Ростов-на-Дону;;2020-06-26;ЛС-612823134;active;2025-11-03
CLT-000168;B2B;Лимитед, ООО;Сысоева Владлен Егоровна;6313636317;+7(981)155-65-28;sysoeva@limited.company;Санкт-Петербург;Лебедева Н.Г.;2021-02-23;"ЛС-789726527;ЛС-783543520";active;2025-11-15
CLT-000308;B2C;;Коновалова Парамон Чеславович;545511668297;+7(916)284-68-11;konovalova124@yandex.ru;Казань;;2019-04-09;ЛС-164871206;active;2025-10-12
CLT-009016;B2C;;Матвеев Иосиф Петровна;593252500292;+7(999)213-77-56;матвеев984@mail.ru;Москва;;;;prospect;2025-11-23
CLT-000800;B2C;;Аксенова Панкратий Устинович;308235309766;+7(909)737-43-81;aksenova411@bk.ru;Казань;;2019-01-18;ЛС-169805682;active;2025-10-19
CLT-000127;B2B;"ООО ""«Михеева""";Ефремова Э.Г.;5427031207;+7(916)450-63-49;efremova@mikheeva.corp;Санкт-Петербург;Морозов И.П.;2021-08-16;"ЛС-785705120;ЛС-784618723;ЛС-784601367;ЛС-783037183";active;2025-12-26
CLT-000726;B2C;;Ефремов Зоя Валерианович;700916923273;+7(980)859-84-96;efremov968@bk.ru;Москва;;2022-05-14;ЛС-777906085;active;2025-11-14
CLT-000102;B2B;ООО Лихачева;Галкина Демид Георгиевна;2994883755;+7(905)936-38-68;galkina@likhacheva.solutions;Казань;Морозов И.П.;2020-11-07;"ЛС-168997571;ЛС-161305548;ЛС-168510272";active;2025-11-04
CLT-000630;B2C;;Нестеров Евгения Брониславович;416708056856;+7(960)571-15-59;nesterov718@yandex.ru;Москва;;2019-09-05;ЛС-772198655;active;2025-12-09
CLT-000685;B2C;;Бобылева Глеб Устинович;847485994641;+7(916)921-87-74;bobyleva116@gmail.com;Ростов-на-Дону;;2023-06-21;ЛС-617347853;active;2025-12-25
CLT-000210;B2B;"ПАО ""(Whirlpool)""";Симонова Геннадий Филатович;1185106794;+7(980)445-58-70;"simonova@p""(whirlpool).biz";Ростов-на-Дону;Михайлова О.Н.;2023-08-21;"ЛС-612287772;ЛС-615199663;ЛС-616580741;ЛС-612094818;ЛС-611398909";churned;2025-04-28
CLT-000906;B2C;;Капустина Радим Эдгардович;447780457972;+7(951)219-76-47;kapustina470@mail.ru;Ростов-на-Дону;;2024-01-29;ЛС-613398214;active;2025-11-03
CLT-000262;B2B;Селиверстов И.И., ИП;Лазарев Жанна Исидорович;7893135030;+7(951)671-70-27;lazarev@seliverstovi.i..solutions;Москва;Алексеев В.Р.;2020-09-20;ЛС-770552472;active;2025-11-24
CLT-000064;B2B;"АО ""Групп""";Ширяева Фортунат Богдановна;2104754121;+7(915)541-67-81;shiryaeva@grupp.pro;Новосибирск;Фёдорова Л.С.;2022-01-19;"ЛС-548610158;ЛС-541995604;ЛС-546618398;ЛС-542622444;ЛС-547212646";churned;2025-01-14
